scorer,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000,DLC_resnet50_Gait_CNNApr25shuffle1_750000
bodyparts,snout lat,snout lat,snout lat,head mid lat,head mid lat,head mid lat,shoulder lat,shoulder lat,shoulder lat,elbow lat,elbow lat,elbow lat,FCalc lat,FCalc lat,FCalc lat,FHand lat,FHand lat,FHand lat,iliac crest lat,iliac crest lat,iliac crest lat,hip lat,hip lat,hip lat,knee lat,knee lat,knee lat,BCalc lat,BCalc lat,BCalc lat,BHand lat,BHand lat,BHand lat,TB lat,TB lat,TB lat,Tail mid lat,Tail mid lat,Tail mid lat,snout ventral,snout ventral,snout ventral,mouth ventral,mouth ventral,mouth ventral,bodymid,bodymid,bodymid,FP right ventral,FP right ventral,FP right ventral,FP left ventral,FP left ventral,FP left ventral,BP right ventral,BP right ventral,BP right ventral,BP left ventral,BP left ventral,BP left ventral,hip mid ventral,hip mid ventral,hip mid ventral,TB ventral,TB ventral,TB ventral,T1 ventral,T1 ventral,T1 ventral,T2 ventral,T2 ventral,T2 ventral,T3 ventral,T3 ventral,T3 ventral
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,99.2229232788086,265.0857238769531,0.9999995231628418,144.53053283691406,215.87667846679688,0.9999995827674866,191.4765167236328,257.9524230957031,0.9999866485595703,231.990478515625,282.7331237792969,0.999998927116394,179.53851318359375,285.45465087890625,0.9996949434280396,159.46826171875,297.23529052734375,0.9999222755432129,363.4273376464844,220.17286682128906,0.9999675750732422,396.0832214355469,236.35580444335938,0.9999966025352478,361.26190185546875,293.5417175292969,0.999976396560669,414.2540283203125,289.2400207519531,0.9999994039535522,379.771728515625,327.63006591796875,0.9999936819076538,456.75738525390625,222.8681182861328,0.9999958276748657,513.7408447265625,115.03509521484375,0.9994419813156128,670.3358154296875,529.040283203125,0.9999381303787231,649.3230590820312,527.3783569335938,0.9999683499336243,450.99652099609375,530.18896484375,0.9999972581863403,499.3724670410156,497.40447998046875,0.9999797940254211,247.9027862548828,287.542724609375,0.0005604326725006104,331.2907409667969,499.3450012207031,0.0011366605758666992,339.5078125,585.7821655273438,0.9999720454216003,328.2779541015625,528.66845703125,0.9999881386756897,286.6824645996094,530.2448120117188,0.9999938011169434,273.9047546386719,217.8629608154297,0.00035688281059265137,232.1334228515625,285.5809326171875,0.00030159950256347656,666.26123046875,524.1116943359375,0.0009388923645019531
1,99.49752807617188,265.1076965332031,0.9999995827674866,144.53587341308594,215.88929748535156,0.9999996423721313,191.4765167236328,257.9543762207031,0.9999869465827942,231.990478515625,282.7464294433594,0.999998927116394,179.53851318359375,285.45672607421875,0.9997025728225708,159.46826171875,297.23529052734375,0.9999246597290039,363.44427490234375,220.17286682128906,0.999967634677887,396.0865173339844,236.35789489746094,0.9999966025352478,361.26214599609375,293.54888916015625,0.9999765157699585,414.2552185058594,289.2400207519531,0.9999994039535522,379.78009033203125,327.6322021484375,0.9999937415122986,456.759765625,222.87547302246094,0.9999958276748657,513.7757568359375,115.14517211914062,0.9994245767593384,670.3358154296875,529.104736328125,0.9999386072158813,649.341796875,527.3855590820312,0.9999682903289795,451.01068115234375,530.18896484375,0.9999972581863403,499.3724670410156,497.40447998046875,0.9999797940254211,247.9027862548828,287.5600280761719,0.0005545318126678467,331.29400634765625,500.55987548828125,0.00113677978515625,339.5078125,585.7828369140625,0.9999721050262451,328.2779541015625,528.66845703125,0.9999881982803345,286.6824645996094,530.2448120117188,0.9999938011169434,273.90765380859375,523.9984741210938,0.00035831332206726074,232.1334228515625,285.58642578125,0.0002976655960083008,666.2703247070312,524.1170654296875,0.0009391903877258301
2,99.92365264892578,266.9053649902344,0.9999997615814209,144.79608154296875,215.88929748535156,0.9999994039535522,191.83688354492188,258.6263427734375,0.9999961853027344,231.990478515625,283.6294250488281,0.9999991059303284,179.53851318359375,285.9794616699219,0.9999455213546753,159.46826171875,297.23529052734375,0.9999551773071289,366.3150329589844,220.17286682128906,0.9999625086784363,398.0755615234375,237.09829711914062,0.9999963045120239,367.27142333984375,293.77783203125,0.9999587535858154,419.08343505859375,289.2400207519531,0.9999996423721313,383.94122314453125,327.6322021484375,0.9999939203262329,457.3468933105469,222.9716033935547,0.9999938011169434,515.286865234375,121.57955169677734,0.9981012344360352,670.3358154296875,529.1100463867188,0.9999409914016724,649.341796875,527.5847778320312,0.99994957447052,452.2290344238281,530.18896484375,0.9999961256980896,499.3724670410156,497.4079284667969,0.9999846816062927,247.9027862548828,288.3818359375,0.0010903775691986084,331.4628601074219,500.55987548828125,0.0009458065032958984,339.5078125,586.9930419921875,0.999994158744812,329.0080871582031,528.66845703125,0.9999921917915344,286.6824645996094,530.2448120117188,0.99998939037323,457.87677001953125,523.9984741210938,0.00025141239166259766,232.1334228515625,286.29034423828125,0.0004591941833496094,666.2703247070312,524.8545532226562,0.0006421506404876709
3,99.92365264892578,267.17169189453125,0.9999996423721313,146.1469268798828,215.88929748535156,0.9999997019767761,191.4765167236328,259.8087158203125,0.9999980926513672,227.98001098632812,286.0959167480469,0.9999997019767761,179.0369415283203,286.182373046875,0.99998939037323,156.71624755859375,296.7279052734375,0.9999798536300659,369.04461669921875,220.17286682128906,0.9999692440032959,399.0453796386719,237.09829711914062,0.9999964833259583,371.07806396484375,293.77783203125,0.9999425411224365,422.3865051269531,287.8343811035156,0.9999980926513672,389.52471923828125,327.6322021484375,0.9999959468841553,457.4603271484375,222.9716033935547,0.9999955892562866,516.9064331054688,128.61410522460938,0.9994377493858337,669.3703002929688,529.6365966796875,0.9999614953994751,649.3230590820312,528.7672119140625,0.9999793767929077,452.4874267578125,530.18896484375,0.9999953508377075,493.2934875488281,497.433349609375,0.9999396800994873,247.9027862548828,288.56610107421875,0.0011390745639801025,332.033447265625,499.3450012207031,0.0007001161575317383,333.6631774902344,586.9930419921875,0.9999862313270569,328.5180358886719,527.6056518554688,0.999987781047821,286.44110107421875,528.6105346679688,0.9999905824661255,457.8896484375,218.548583984375,0.00034248828887939453,232.02955627441406,286.9491271972656,0.0007330477237701416,666.26123046875,525.0374145507812,0.0012839734554290771
4,99.92365264892578,267.17169189453125,0.9999997019767761,146.57679748535156,215.5806884765625,0.9999997019767761,191.18663024902344,259.8087158203125,0.9999960660934448,227.9244842529297,287.8306884765625,0.9999996423721313,178.1457977294922,286.73974609375,0.9999935626983643,156.44564819335938,296.7279052734375,0.9999799728393555,370.0020751953125,220.17286682128906,0.9999765157699585,400.8266296386719,237.30458068847656,0.9999953508377075,373.9071960449219,294.2764587402344,0.9999343156814575,425.0970153808594,284.1742248535156,0.9999972581863403,394.58319091796875,327.3894958496094,0.9999858140945435,457.4603271484375,222.9716033935547,0.999992847442627,518.12890625,129.93162536621094,0.9998507499694824,668.6433715820312,529.9628295898438,0.9999698400497437,648.93798828125,530.1509399414062,0.999984860420227,453.10626220703125,530.18896484375,0.9999967813491821,488.89532470703125,497.433349609375,0.9999537467956543,247.9027862548828,288.6467590332031,0.0013868510723114014,332.033447265625,499.3450012207031,0.0008847713470458984,328.3726501464844,586.9930419921875,0.9999344348907471,328.5180358886719,526.11376953125,0.999987006187439,286.44110107421875,526.3448486328125,0.9999774694442749,458.21142578125,218.548583984375,0.0004054903984069824,232.02955627441406,287.65350341796875,0.0006704032421112061,666.2587280273438,525.0374145507812,0.0011177659034729004
5,99.92365264892578,267.17169189453125,0.9999996423721313,147.05848693847656,215.1947021484375,0.9999998807907104,190.84671020507812,259.8087158203125,0.9999969005584717,224.32383728027344,288.7781982421875,0.9999990463256836,176.97366333007812,288.2033996582031,0.9999964237213135,153.0679168701172,296.7279052734375,0.9999833703041077,370.0020751953125,220.61151123046875,0.9999867677688599,400.8266296386719,237.62416076660156,0.9999940991401672,374.5400390625,294.7506103515625,0.9999527931213379,427.833740234375,282.7640380859375,0.9999990463256836,399.2371520996094,327.3894958496094,0.9999935626983643,457.4603271484375,222.88246154785156,0.9999936819076538,518.4445190429688,129.93162536621094,0.9999227523803711,667.3873291015625,531.5292358398438,0.9999629259109497,648.93798828125,531.5000610351562,0.9999885559082031,453.7662048339844,530.245361328125,0.9999935626983643,482.5874938964844,497.433349609375,0.9999716281890869,647.689453125,539.4925537109375,0.0007298886775970459,455.3442077636719,216.72061157226562,0.0009383857250213623,321.9829406738281,586.03955078125,0.9999738931655884,329.0080871582031,524.6781616210938,0.9999908208847046,286.44110107421875,524.0467529296875,0.9999919533729553,457.8896484375,284.7413024902344,0.00038573145866394043,232.02955627441406,287.69866943359375,0.00023317337036132812,666.2340087890625,525.184814453125,0.0006886124610900879
6,99.92365264892578,266.28656005859375,0.9999998807907104,147.10968017578125,214.82827758789062,0.9999998807907104,191.18663024902344,259.6526184082031,0.9999957084655762,220.94482421875,290.9581604003906,0.999999463558197,174.6356658935547,291.3023986816406,0.9999971389770508,150.3605499267578,298.1627197265625,0.9999753832817078,370.56756591796875,220.70640563964844,0.9999815225601196,400.8266296386719,237.377197265625,0.9999951124191284,384.32745361328125,297.48016357421875,0.9996256828308105,429.769287109375,280.641357421875,0.9999982118606567,401.9955139160156,327.3894958496094,0.9999840259552002,456.8280334472656,222.6025848388672,0.999991774559021,518.4445190429688,129.93162536621094,0.9999438524246216,667.3873291015625,533.065673828125,0.9999439120292664,648.93798828125,533.112548828125,0.9999849796295166,454.92364501953125,530.3330078125,0.9999929666519165,478.2257080078125,497.70538330078125,0.9999175071716309,647.689453125,539.669189453125,0.001536041498184204,455.3442077636719,216.72061157226562,0.0019786059856414795,316.74554443359375,585.6237182617188,0.9999958276748657,330.68402099609375,523.4844360351562,0.9999794363975525,286.8672790527344,521.5855102539062,0.9999911785125732,457.87677001953125,284.7413024902344,0.0006374120712280273,364.9814147949219,287.69866943359375,0.00033357739448547363,666.2340087890625,525.9139404296875,0.0006861388683319092
7,99.87086486816406,264.4983825683594,0.9999999403953552,147.33560180664062,214.1885223388672,0.9999997615814209,191.18663024902344,259.5788879394531,0.999998927116394,219.461669921875,291.4244689941406,0.9999989867210388,172.07568359375,292.7095642089844,0.9999955892562866,145.65347290039062,298.47021484375,0.9999842643737793,370.0020751953125,221.20399475097656,0.999981164932251,400.787841796875,237.53575134277344,0.9999924302101135,386.89923095703125,297.7159118652344,0.9999861717224121,431.566650390625,279.75494384765625,0.999999463558197,406.8206481933594,327.30072021484375,0.9999668598175049,456.4659118652344,222.6025848388672,0.9999949932098389,518.4445190429688,129.93162536621094,0.9999487996101379,667.3873291015625,535.550537109375,0.9999114274978638,650.7538452148438,534.2103271484375,0.9999890327453613,455.1330261230469,531.11474609375,0.9999940991401672,474.4505615234375,497.9499206542969,0.9999760389328003,647.689453125,539.9612426757812,0.00234338641166687,405.4387512207031,465.4363708496094,0.0008573830127716064,313.27117919921875,584.6600341796875,0.9999949932098389,333.5060119628906,523.0485229492188,0.9999871253967285,288.485595703125,519.2322387695312,0.9999883770942688,443.6643981933594,284.76519775390625,0.0007900893688201904,365.2467346191406,287.69866943359375,0.0002861618995666504,665.9146118164062,525.9139404296875,0.0009968876838684082
